User Question,Ground Truth SQL Query,Generated SQL by Base Model,Explanation by Base Model,Generated SQL by FT Model,Explanation by FT Model,Model that got it right
What is the current inventory turnover ratio?,SELECT SUM([Order Details].Quantity * [Order Details].UnitPrice) / AVG(products.UnitsInStock) FROM products JOIN [Order Details] ON products.ProductID = [Order Details].ProductID;,"```sql
SELECT 
    SUM(od.Quantity * od.UnitPrice) / AVG(p.UnitsInStock) AS InventoryTurnoverRatio
FROM 
    products p
JOIN 
    [Order Details] od ON p.ProductID = od.ProductID;
```","The generated SQL query and the ground truth query are effectively the same, only differing in formatting but producing identical results.",SELECT (SUM([Order Details].Quantity * [Order Details].UnitPrice) / AVG(products.UnitsInStock)) AS inventory_turnover_ratio FROM [Order Details] JOIN products ON [Order Details].ProductID = products.ProductID,Both queries perform the same operations: they calculate the inventory turnover ratio by summing the total sales from Order Details and dividing by the average units in stock from Products. The order of JOIN conditions is different but does not affect the result.,both
What is the correlation between employee sales and years of service?,"SELECT employees.EmployeeID, (YEAR(CURDATE()) - YEAR(employees.HireDate)) AS years_of_service, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS employee_sales FROM [Order Details] JOIN orders ON [Order Details].OrderID = orders.OrderID JOIN employees ON orders.EmployeeID = employees.EmployeeID GROUP BY employees.EmployeeID","```sql
SELECT employees.EmployeeID, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS employee_sales, DATEDIFF(YEAR, employees.HireDate, GETDATE()) AS years_of_service
FROM employees
JOIN orders ON employees.EmployeeID = orders.EmployeeID
JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY employees.EmployeeID, employees.HireDate
```","Both queries calculate 'employee_sales' and 'years_of_service' for each employee. Differences in function usage (DATEDIFF vs. manual year subtraction) are equivalent in result, and the joins/groupings are effectively the same.","SELECT e.EmployeeID, (DATEDIFF(CURRENT_DATE, e.HireDate)/365.25) AS years_of_service, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS employee_sales FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY e.EmployeeID","Both queries calculate employee sales and years of service, grouping by EmployeeID and producing the required output to analyze correlation.",both
Which city has received the highest number of shipments?,"SELECT ShipCity, COUNT(OrderID) AS Shipments FROM orders GROUP BY ShipCity ORDER BY Shipments DESC LIMIT 1;","```sql
SELECT ShipCity, COUNT(OrderID) AS ShipmentCount
FROM orders
GROUP BY ShipCity
ORDER BY ShipmentCount DESC
LIMIT 1;
```",Both queries count the number of shipments per city and return the city with the highest count. The difference is only in the alias used for the count.,"SELECT ShipCity, COUNT(OrderID) AS TotalShipments FROM orders GROUP BY ShipCity ORDER BY TotalShipments DESC LIMIT 1;","Both queries count the number of orders per city, sort them in descending order, and limit the result to the top city, which correctly identifies the city with the highest number of shipments.",both
Calculate the percentage of orders shipped on time.,SELECT (COUNT(CASE WHEN ShippedDate <= RequiredDate THEN 1 END) * 100.0 / COUNT(OrderID)) AS OnTimePercentage FROM orders;,"```sql
SELECT 
    (COUNT(CASE WHEN ShippedDate <= RequiredDate THEN 1 END) * 100.0 / COUNT(OrderID)) AS OnTimeShippingPercentage
FROM 
    orders;
```",Both queries calculate the percentage of orders shipped on time by comparing ShippedDate with RequiredDate and using the same calculation formula.,SELECT (COUNT(CASE WHEN o.ShippedDate <= o.RequiredDate THEN 1 END) * 100.0 / COUNT(o)) AS OnTimeDeliveryRate FROM orders o;,Both queries calculate the percentage of orders shipped on time by using a CASE expression to count conditions where ShippedDate is less than or equal to RequiredDate. The results are equivalent since they compute the same logical condition and divide by the total count of orders.,both
List all orders with their shipment region and corresponding total order value.,"SELECT o.OrderID, o.ShipRegion, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS OrderValue FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY o.OrderID, o.ShipRegion;","```sql
SELECT o.OrderID, o.ShipRegion, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalOrderValue
FROM orders o
JOIN [Order Details] od ON o.OrderID = od.OrderID
GROUP BY o.OrderID, o.ShipRegion;
```","Both queries perform the same operations: they join 'orders' and 'Order Details' on 'OrderID', calculate the total order value, and group by 'OrderID' and 'ShipRegion'. The difference in naming the alias of the calculated column does not affect the result.","SELECT Region, o.OrderID, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalOrderValue FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY Region, o.OrderID;","The generated query uses 'Region', while the ground truth uses 'ShipRegion'. If these fields are equivalent, they would yield the same results; otherwise, they are different.",Base
Find the employee with the highest average order value.,"SELECT e.EmployeeID, AVG(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS AvgOrderValue FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY e.EmployeeID ORDER BY AvgOrderValue DESC LIMIT 1;","```sql
SELECT e.EmployeeID, e.FirstName, e.LastName, AVG od.UnitPrice * od.Quantity * (1 - od.Discount) AS AverageOrderValue
FROM employees e
JOIN orders o ON e.EmployeeID = o.EmployeeID
JOIN [Order Details] od ON o.OrderID = od.OrderID
GROUP BY e.EmployeeID
ORDER BY AverageOrderValue DESC
LIMIT 1;
```","Both queries calculate the average order value per employee and return the employee with the highest value. The difference is that the generated query also selects the employee's first and last names, which does not affect the result regarding the highest average order value.","SELECT e.EmployeeID, AVG(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS AvgOrderValue FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY e.EmployeeID ORDER BY AvgOrderValue DESC LIMIT 1","The generated SQL query accurately answers the user's question and yields the same results as the ground truth query. Both queries select the employee with the highest average order value by grouping orders, calculating the average, and ordering the results in descending order, limiting to one result.",both
What is the average age of employees who have made a sale in the last year?,"SELECT AVG(DATEDIFF(CURRENT_DATE, e.BirthDate) / 365) AS AverageAge FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID WHERE o.OrderDate >= DATE_SUB(CURRENT_DATE, INTERVAL 1 YEAR);","```sql
SELECT AVG(YEAR(CURDATE()) - YEAR(BirthDate)) AS AverageAge
FROM employees
WHERE EmployeeID IN (
    SELECT DISTINCT EmployeeID
    FROM orders
    WHERE OrderDate >= DATE_SUB(CURDATE(), INTERVAL 1 YEAR)
);
```",Both queries calculate the average age of employees who made a sale in the last year by focusing on the OrderDate and filtering employees accordingly. The differences in age calculation methods do not affect the overall logic of the query.,"SELECT employees.EmployeeID, ROUND(AVG(YEAR(CURRENT_DATE) - YEAR(employees.BirthDate)), 2) AS AverageAge FROM employees JOIN orders ON employees.EmployeeID = orders.EmployeeID WHERE YEAR(orders.OrderDate) = YEAR(CURRENT_DATE) - 1 GROUP BY employees.EmployeeID;",The generated query calculates the average age for each employee and requires group aggregation. The ground truth query correctly calculates the average age for all employees together who made a sale in the last year.,Base
What is the sum of all discounts given on 'Order Details'?,SELECT SUM(od.Discount * od.Quantity * od.UnitPrice) AS TotalDiscounts FROM [Order Details] od;,"```sql
SELECT SUM(Discount) AS TotalDiscounts
FROM [Order Details];
```","The generated SQL query calculates the sum of discounts directly, while the ground truth query calculates the discount as a product of Discount, Quantity, and UnitPrice.",SELECT SUM([Order Details].Quantity * [Order Details].UnitPrice * [Order Details].Discount) AS TotalDiscounts FROM [Order Details];,"Both queries calculate the sum of discounts by multiplying Quantity, UnitPrice, and Discount for each order detail and summing the results.",FT
How many orders were shipped late last month?,"SELECT COUNT(OrderID) FROM orders WHERE ShippedDate > RequiredDate AND DATE_TRUNC('month', ShippedDate) = DATE_TRUNC('month', CURRENT_DATE - INTERVAL '1 month');","```sql
SELECT COUNT(OrderID) AS LateOrders
FROM orders
WHERE ShippedDate > RequiredDate
AND OrderDate >= DATE_TRUNC('month', CURRENT_DATE) - INTERVAL '1 month'
AND OrderDate < DATE_TRUNC('month', CURRENT_DATE);
```","The generated query filters based on OrderDate, not ShippedDate, for last month's timeframe.",SELECT COUNT(orders.OrderID) FROM orders WHERE YEAR(ShippedDate) = YEAR(CURRENT_DATE - INTERVAL 1 MONTH) AND MONTH(ShippedDate) = MONTH(CURRENT_DATE - INTERVAL 1 MONTH) AND ShippedDate > RequiredDate;,Both queries count orders shipped late in the last month by comparing ShippedDate to RequiredDate and matching the year and month of ShippedDate with last month.,FT
How many customers were retained from Q1 to Q2 in 2023?,SELECT COUNT(DISTINCT o.CustomerID) AS retained_customers FROM orders o WHERE o.CustomerID IN (SELECT CustomerID FROM orders WHERE OrderDate BETWEEN '2023-01-01' AND '2023-03-31') AND o.OrderDate BETWEEN '2023-04-01' AND '2023-06-30',"```sql
SELECT 
    (SELECT COUNT(DISTINCT orders.CustomerID) 
     FROM orders 
     WHERE orders.OrderDate BETWEEN '2023-04-01' AND '2023-06-30') AS retained_customers 
    / 
    (SELECT COUNT(DISTINCT orders.CustomerID) 
     FROM orders 
     WHERE orders.OrderDate < '2023-04-01') AS total_customers 
FROM dual;
```","The generated query calculates a ratio of customers who ordered in Q2 to those who ordered before Q2, instead of checking if they ordered in both Q1 and Q2.",SELECT COUNT(DISTINCT orders1.CustomerID) AS retained_customers FROM orders orders1 WHERE orders1.OrderDate BETWEEN '2023-01-01' AND '2023-03-31' AND EXISTS (SELECT 1 FROM orders orders2 WHERE orders2.CustomerID = orders1.CustomerID AND orders2.OrderDate BETWEEN '2023-04-01' AND '2023-06-30'),Both queries count distinct customers with orders in Q1 who also placed orders in Q2 of 2023. Methods differ but results are equivalent.,FT
What is the total number of units sold by supplier?,"SELECT suppliers.CompanyName, SUM([Order Details].Quantity) AS total_units_sold FROM [Order Details] JOIN products ON [Order Details].ProductID = products.ProductID JOIN suppliers ON products.SupplierID = suppliers.SupplierID GROUP BY suppliers.CompanyName ORDER BY total_units_sold DESC","```sql
SELECT products.SupplierID, SUM([Order Details].Quantity) AS total_units_sold
FROM [Order Details]
JOIN products ON [Order Details].ProductID = products.ProductID
GROUP BY products.SupplierID
```","The generated query groups by SupplierID, not CompanyName, and does not order the results. The ground truth query includes supplier names and orders by total units sold.","SELECT p.SupplierID, SUM(od.Quantity) AS TotalUnitsSold FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.SupplierID;","The generated query returns SupplierID, while the ground truth query returns CompanyName. Both queries calculate total units sold per supplier, but they differ in the specific output field related to the supplier.",None
Which customers are from a specific country and have placed orders?,"SELECT customers.CustomerID, customers.CompanyName FROM customers JOIN orders ON customers.CustomerID = orders.CustomerID WHERE customers.Country = 'Specific Country';","```sql
SELECT DISTINCT c.CustomerID, c.CompanyName, c.ContactName, c.ContactTitle, c.Address, c.City, c.Region, c.PostalCode, c.Country, c.Phone, c.Fax
FROM customers c
JOIN orders o ON c.CustomerID = o.CustomerID
WHERE c.Country = 'specific_country';
```","Both queries join the 'customers' and 'orders' tables to filter customers from a specified country who have placed orders. The main difference is in the selected columns, but both correctly fulfill the user's request to identify such customers.",SELECT DISTINCT c.CustomerID FROM customers c JOIN orders o ON c.CustomerID = o.CustomerID WHERE c.Country = 'your_specific_country';,"Both queries accurately identify customers from a specific country who have placed orders, filtering by customer ID. The differences in selected columns do not affect the core functionality of the queries.",both
