User Question,Ground Truth SQL Query,Generated SQL by Base Model,Explanation by Base Model,Generated SQL by FT Model,Explanation by FT Model,Model that got it right
What is the on-time delivery rate for each month in the current year?,"SELECT DATE_FORMAT(OrderDate, '%Y-%m') AS month, SUM(CASE WHEN orders.ShippedDate <= orders.RequiredDate THEN 1 ELSE 0 END) / COUNT(orders.OrderID) AS on_time_delivery_rate FROM orders WHERE YEAR(orders.OrderDate) = YEAR(CURDATE()) GROUP BY month","```sql
SELECT MONTH(orders.OrderDate) AS month, 
       COUNT(orders.OrderID) AS total_orders,
       COUNT(CASE WHEN orders.ShippedDate <= orders.RequiredDate THEN 1 END) AS on_time_deliveries,
       (COUNT(CASE WHEN orders.ShippedDate <= orders.RequiredDate THEN 1 END) / COUNT(orders.OrderID)) * 100 AS on_time_delivery_rate
FROM orders
WHERE YEAR(orders.OrderDate) = YEAR(CURRENT_DATE)
GROUP BY MONTH(orders.OrderDate)
```","Both queries calculate the on-time delivery rate per month for the current year. The generated query uses integer division multiplied by 100 for a percentage, while the ground truth uses a division with DATE_FORMAT for month formatting. The logic is consistent.","SELECT MONTH(OrderDate) AS Month, COUNT(CASE WHEN ShippedDate <= RequiredDate THEN 1 END) * 1.0 / COUNT(OrderID) AS OnTimeRate FROM orders WHERE EXTRACT(YEAR FROM OrderDate) = EXTRACT(YEAR FROM CURRENT_DATE) GROUP BY MONTH(OrderDate)",Both queries calculate the on-time delivery rate for each month in the current year by comparing ShippedDate and RequiredDate. They group by month and filter by the current year. The difference in functions like MONTH and DATE_FORMAT doesn't affect the logical outcome.,both
What is the overall inventory turnover ratio for the company?,SELECT SUM(od.Quantity * od.UnitPrice) / AVG(p.UnitsInStock) AS InventoryTurnoverRatio FROM [Order Details] od JOIN products p ON od.ProductID = p.ProductID,"```sql
SELECT 
    SUM(od.Quantity * od.UnitPrice) / AVG(p.UnitsInStock) AS InventoryTurnoverRatio
FROM 
    products p
JOIN 
    [Order Details] od ON p.ProductID = od.ProductID;
```","The generated and ground truth queries are logically equivalent. They both calculate the inventory turnover ratio by dividing the total sales value by the average units in stock, using the same table joins and columns.",SELECT SUM(OD.Quantity * OD.UnitPrice) / AVG(P.UnitsInStock) AS InventoryTurnoverRatio FROM products P JOIN [Order Details] OD ON P.ProductID = OD.ProductID;,"Both queries perform an inner join between the 'products' and 'Order Details' tables and calculate the inventory turnover ratio using the same formula: SUM(Quantity * UnitPrice) / AVG(UnitsInStock). The table references are swapped, but this doesn't affect the result.",both
What percentage of products are currently discontinued?,SELECT (COUNT(ProductID) * 100.0 / (SELECT COUNT(*) FROM products)) AS DiscontinuedPercentage FROM products WHERE Discontinued = 1;,"```sql
SELECT 
    (SUM(CASE WHEN Discontinued = 1 THEN 1 ELSE 0 END) * 100.0 / COUNT(*)) AS DiscontinuedPercentage
FROM 
    products;
```","Both queries correctly calculate the percentage of discontinued products out of the total products, using different approaches to count discontinued products and total products.",SELECT (COUNT(*) * 100.0) / (SELECT COUNT(*) FROM products) AS DiscontinuedPercentage FROM products WHERE Discontinued = 1;,Both queries calculate the percentage of products that are discontinued by dividing the count of discontinued products by the total count of products. 'COUNT(*)' and 'COUNT(ProductID)' are effectively the same since they both count rows for a non-nullable column.,both
What is the total discount given to each customer?,"SELECT c.CustomerID, SUM(od.UnitPrice * od.Quantity * od.Discount) AS TotalDiscount FROM customers c JOIN orders o ON c.CustomerID = o.CustomerID JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY c.CustomerID;","```sql
SELECT customers.CustomerID, SUM([Order Details].UnitPrice * [Order Details].Quantity * [Order Details].Discount) AS TotalDiscount
FROM customers
JOIN orders ON customers.CustomerID = orders.CustomerID
JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY customers.CustomerID;
```","Both queries calculate the total discount for each customer by joining the customers, orders, and order details tables, then summing the product of UnitPrice, Quantity, and Discount grouped by CustomerID.","SELECT CustomerID, SUM(od.Discount * od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalDiscount FROM [Order Details] od GROUP BY CustomerID;",The generated query calculates the discount using a different formula and doesn't join the relevant tables to ensure CustomerID is sourced correctly.,Base
What is the average order value for each month?,"SELECT DATE_TRUNC('month', OrderDate) AS Month, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) / COUNT(DISTINCT o.OrderID) AS AvgOrderValue FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY DATE_TRUNC('month', OrderDate);","```sql
SELECT DATE_FORMAT(orders.OrderDate, '%Y-%m') AS Month, 
       SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) / COUNT(DISTINCT orders.OrderID) AS AverageOrderValue
FROM orders
JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY Month
ORDER BY Month;
```","The generated query uses DATE_FORMAT to group by year-month, while the ground truth uses DATE_TRUNC. DATE_FORMAT's syntax also does not match SQL ANSI standards. Additionally, both yield the same aggregation logic, but distinct month groupings might differ.","SELECT DATE_FORMAT(orders.OrderDate, '%Y-%m') AS Month, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) / COUNT(DISTINCT orders.OrderID) AS AvgOrderValue FROM [Order Details] JOIN orders ON [Order Details].OrderID = orders.OrderID GROUP BY Month;","The generated query uses DATE_FORMAT to group by month, which may handle date truncation differently than DATE_TRUNC used in the ground truth query. Ensure both methods convert dates to months consistently across SQL implementations.",None
What is the average number of units ordered per product?,"SELECT ProductID, AVG(Quantity) AS AverageUnitsOrdered FROM [Order Details] GROUP BY ProductID;","```sql
SELECT 
    ProductID, 
    AVG(Quantity) AS AverageUnitsOrdered
FROM 
    [Order Details]
GROUP BY 
    ProductID;
```","The generated SQL query and the ground truth query are functionally equivalent and will yield the same results. Both queries calculate the average quantity of units ordered per product, grouped by ProductID.","SELECT ProductID, AVG(Quantity) AS AvgUnitsOrdered FROM [Order Details] GROUP BY ProductID;",The difference between the queries is only in the alias name for the AVG(Quantity) column. Both queries calculate the average number of units ordered per product and yield the same results.,both
Calculate the Inventory Turnover Ratio for the previous month.,"SELECT SUM(od.Quantity * od.UnitPrice) / AVG(p.UnitsInStock) AS InventoryTurnoverRatio FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID WHERE od.OrderDate >= DATEADD(month, -1, DATEFROMPARTS(YEAR(GETDATE()), MONTH(GETDATE()) - 1, 1)) AND od.OrderDate < DATEFROMPARTS(YEAR(GETDATE()), MONTH(GETDATE()), 1);","```sql
SELECT 
    SUM(od.Quantity * od.UnitPrice) / AVG(p.UnitsInStock) AS InventoryTurnoverRatio
FROM 
    products p
JOIN 
    [Order Details] od ON p.ProductID = od.ProductID
WHERE 
    MONTH(od.OrderID) = MONTH(CURRENT_DATE - INTERVAL 1 MONTH) 
    AND YEAR(od.OrderID) = YEAR(CURRENT_DATE - INTERVAL 1 MONTH);
```","The generated SQL uses MONTH(od.OrderID), which likely refers to an incorrect column for filtering the previous month's data. It should use od.OrderDate like the ground truth does.",SELECT SUM(od.Quantity * od.UnitPrice) / AVG(p.UnitsInStock) AS InventoryTurnoverRatio FROM [Order Details] od JOIN products p ON od.ProductID = p.ProductID WHERE MONTH(od.OrderID) = MONTH(CURRENT_DATE) - 1;,"The generated query uses an incorrect calculation for the previous month by relying on MONTH(od.OrderID), which is likely incorrect as it should consider order dates. It also incorrectly assumes OrderID is a date column and does not properly handle year transitions.",None
What is the most frequently used shipping method?,"SELECT ShipVia, COUNT(*) AS MethodCount FROM orders GROUP BY ShipVia ORDER BY MethodCount DESC LIMIT 1;","```sql
SELECT ShipVia, COUNT(*) AS Frequency
FROM orders
GROUP BY ShipVia
ORDER BY Frequency DESC
LIMIT 1;
```","Both queries correctly determine the most frequently used shipping method by grouping on ShipVia, counting occurrences, and ordering by the count in descending order to limit the result to the top one.","SELECT ShipVia, COUNT(*) AS UsageCount FROM orders GROUP BY ShipVia ORDER BY UsageCount DESC LIMIT 1;",Both queries count the number of times each shipping method is used and return the method with the highest count.,both
Find the average reorder level for products in each category.,"SELECT CategoryID, AVG(ReorderLevel) AS AvgReorderLevel FROM products GROUP BY CategoryID;","```sql
SELECT CategoryID, AVG(ReorderLevel) AS AverageReorderLevel
FROM products
GROUP BY CategoryID;
```",Both queries calculate the average reorder level for products in each category and will yield the same results.,"SELECT CategoryID, AVG(ReorderLevel) AS AvgReorderLevel FROM products GROUP BY CategoryID;",Both queries are identical and correctly answer the user's question by calculating the average reorder level for products grouped by category.,both
How many orders were shipped after the required date?,SELECT COUNT(*) FROM orders WHERE ShippedDate > RequiredDate;,"```sql
SELECT COUNT(*) AS OrdersShippedAfterRequiredDate
FROM orders
WHERE ShippedDate > RequiredDate;
```","Both queries count the number of orders where the ShippedDate is after the RequiredDate. The only difference is the alias used in the generated query, which does not affect the result.",SELECT o.OrderID FROM orders o WHERE o.ShippedDate > o.RequiredDate;,"The generated SQL query retrieves order IDs instead of counting them, unlike the ground truth query which counts the orders.",Base
"How many employees have sales exceeding $10,000 in total?",SELECT COUNT(*) FROM (SELECT employees.EmployeeID FROM employees JOIN orders ON employees.EmployeeID = orders.EmployeeID JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY employees.EmployeeID HAVING SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) > 10000) AS subquery;,"```sql
SELECT COUNT(DISTINCT e.EmployeeID) AS EmployeeCount
FROM employees e
JOIN orders o ON e.EmployeeID = o.EmployeeID
JOIN [Order Details] od ON o.OrderID = od.OrderID
GROUP BY e.EmployeeID
HAVING SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) > 10000;
```","Both queries correctly calculate the number of employees with total sales exceeding $10,000 using a join and group by operation, and they apply the same condition in the HAVING clause. They both count the unique EmployeeIDs matching the condition.","SELECT employees.FirstName, employees.LastName FROM employees JOIN orders ON employees.EmployeeID = orders.EmployeeID JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY employees.FirstName, employees.LastName HAVING SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) > 10000;","The generated query lists employee names, while the ground truth query counts the number of employees. The outputs are different.",Base
Identify the shipping method with the highest average freight cost.,"SELECT ShipVia, AVG(Freight) AS AvgFreight FROM orders GROUP BY ShipVia ORDER BY AvgFreight DESC LIMIT 1;","```sql
SELECT ShipVia, AVG(Freight) AS AverageFreight
FROM orders
GROUP BY ShipVia
ORDER BY AverageFreight DESC
LIMIT 1;
```","Both queries are functionally equivalent and correctly identify the shipping method with the highest average freight cost by grouping by ShipVia, ordering by average freight in descending order, and limiting the result to one record.","SELECT ShipVia, AVG(Freight) AS AvgFreight FROM orders GROUP BY ShipVia ORDER BY AvgFreight DESC LIMIT 1;","The generated SQL query is identical to the ground truth query, and both correctly identify the shipping method with the highest average freight cost by ordering the average freight in descending order and limiting the results to 1.",both
How many orders are shipped late each month?,"SELECT DATE_FORMAT(ShippedDate, '%Y-%m') AS Month, COUNT(OrderID) AS LateShipments FROM orders WHERE ShippedDate > RequiredDate GROUP BY Month;","```sql
SELECT 
    DATE_FORMAT(orders.ShippedDate, '%Y-%m') AS Month,
    COUNT(orders.OrderID) AS LateOrders
FROM 
    orders
WHERE 
    orders.ShippedDate > orders.RequiredDate
GROUP BY 
    Month
```","Both queries select the number of late shipments per month by comparing ShippedDate to RequiredDate, grouping by month, and counting the OrderID. The structure and function are equivalent.","SELECT DATE_FORMAT(ShippedDate, '%Y-%m') AS Month, COUNT(OrderID) AS LateOrders FROM orders WHERE ShippedDate > RequiredDate GROUP BY Month;","The generated SQL query produces the same results as the ground truth query, with only a difference in the alias naming ('LateOrders' vs. 'LateShipments'), which does not affect the outcome.",both
Which products have been discontinued and still have units in stock?,SELECT ProductName FROM products WHERE Discontinued = 1 AND UnitsInStock > 0;,"```sql
SELECT ProductID, ProductName, UnitsInStock
FROM products
WHERE Discontinued = 1 AND UnitsInStock > 0;
```","The generated SQL query selects additional columns (ProductID, UnitsInStock) that are not present in the ground truth query.",SELECT ProductName FROM products WHERE Discontinued = 1 AND UnitsInStock > 0;,Both queries are identical and correctly select products that are discontinued and have units in stock.,FT
Which product categories had the best performance in sales in January 2023?,"SELECT categories.CategoryName, SUM([Order Details].Quantity) AS total_quantity FROM [Order Details] JOIN products ON [Order Details].ProductID = products.ProductID JOIN categories ON products.CategoryID = categories.CategoryID JOIN orders ON [Order Details].OrderID = orders.OrderID WHERE MONTH(orders.OrderDate) = 1 AND YEAR(orders.OrderDate) = 2023 GROUP BY categories.CategoryName ORDER BY total_quantity DESC","```sql
SELECT categories.CategoryID, categories.CategoryName, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS total_sales
FROM [Order Details]
JOIN products ON [Order Details].ProductID = products.ProductID
JOIN categories ON products.CategoryID = categories.CategoryID
JOIN orders ON [Order Details].OrderID = orders.OrderID
WHERE orders.OrderDate BETWEEN '2023-01-01' AND '2023-01-31'
GROUP BY categories.CategoryID, categories.CategoryName
ORDER BY total_sales DESC;
```","The generated query calculates total sales using price, quantity, and discount, while the ground truth focuses on total quantity sold. The performance metric differs.","SELECT categories.CategoryName, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS sales_performance FROM [Order Details] JOIN products ON [Order Details].ProductID = products.ProductID JOIN categories ON products.CategoryID = categories.CategoryID JOIN orders ON [Order Details].OrderID = orders.OrderID WHERE orders.OrderDate BETWEEN '2023-01-01' AND '2023-01-31' GROUP BY categories.CategoryName ORDER BY sales_performance DESC;","The generated query calculates sales performance using total sales amount, considering discounts, while the ground truth query calculates performance based on total quantity sold. These measure different aspects of sales performance.",None
